Species	Symbol	Ensembl	Family	Protein	Entrez ID
Sus_scrofa	GTF2I	ENSSSCG00000007721	GTF2I	ENSSSCP00000025943;ENSSSCP00000051046;ENSSSCP00000008247;ENSSSCP00000027054;	100513345
Sus_scrofa	ZFP37	ENSSSCG00000005475	zf-C2H2	ENSSSCP00000051727;ENSSSCP00000005871;	-
Sus_scrofa	HES3	ENSSSCG00000003370	bHLH	ENSSSCP00000003654;	100737699
Sus_scrofa	-	ENSSSCG00000040884	CSD	ENSSSCP00000033206;ENSSSCP00000053956;	-
Sus_scrofa	ZNF639	ENSSSCG00000038443	zf-C2H2	ENSSSCP00000057966;	100623119
Sus_scrofa	ELF4	ENSSSCG00000012656	ETS	ENSSSCP00000029970;ENSSSCP00000022611;ENSSSCP00000013455;	100523880
Sus_scrofa	-	ENSSSCG00000026961	zf-C2H2	ENSSSCP00000054725;ENSSSCP00000003158;	102165762
Sus_scrofa	RORC	ENSSSCG00000026427	THR-like	ENSSSCP00000047234;ENSSSCP00000034358;ENSSSCP00000033584;ENSSSCP00000040392;ENSSSCP00000058713;ENSSSCP00000035985;ENSSSCP00000051851;ENSSSCP00000019152;	100622477
Sus_scrofa	ZNF544	ENSSSCG00000034027	zf-C2H2	ENSSSCP00000053761;ENSSSCP00000042158;	-
Sus_scrofa	BAZ2B	ENSSSCG00000015882	MBD	ENSSSCP00000025507;ENSSSCP00000056972;	100523825
Sus_scrofa	IRF5	ENSSSCG00000016573	IRF	ENSSSCP00000017557;ENSSSCP00000040010;ENSSSCP00000029981;	100515633
Sus_scrofa	GFI1B	ENSSSCG00000005737	zf-C2H2	ENSSSCP00000006146;	-
Sus_scrofa	RXRB	ENSSSCG00000001474	RXR-like	ENSSSCP00000001600;ENSSSCP00000054656;	100156801
Sus_scrofa	FOXP2	ENSSSCG00000016639	Fork_head	ENSSSCP00000055635;ENSSSCP00000017627;	100127352
Sus_scrofa	SIX3	ENSSSCG00000039283	Homeobox	ENSSSCP00000035728;	-
Sus_scrofa	IRF4	ENSSSCG00000033381	IRF	ENSSSCP00000039304;ENSSSCP00000039925;ENSSSCP00000031991;	100144625
Sus_scrofa	HOXC10	ENSSSCG00000022728	Homeobox	ENSSSCP00000027028;	100628125
Sus_scrofa	CARHSP1	ENSSSCG00000026710	CSD	ENSSSCP00000021876;ENSSSCP00000057150;	100521547
Sus_scrofa	-	ENSSSCG00000032196	zf-C2H2	ENSSSCP00000050546;ENSSSCP00000052470;ENSSSCP00000038662;	110261321
Sus_scrofa	ZNF362	ENSSSCG00000032078	zf-C2H2	ENSSSCP00000053371;ENSSSCP00000043492;	100739793
Sus_scrofa	LEF1	ENSSSCG00000009148	HMG	ENSSSCP00000057416;ENSSSCP00000042912;ENSSSCP00000038146;ENSSSCP00000033976;ENSSSCP00000009755;ENSSSCP00000057847;ENSSSCP00000039143;ENSSSCP00000052284;	100170126
Sus_scrofa	-	ENSSSCG00000022195	zf-C2H2	ENSSSCP00000020883;	100627632
Sus_scrofa	ZNF277	ENSSSCG00000025910	zf-C2H2	ENSSSCP00000023365;ENSSSCP00000038279;	100620722
Sus_scrofa	ARID2	ENSSSCG00000030685	ARID	ENSSSCP00000027637;ENSSSCP00000058610;ENSSSCP00000057286;ENSSSCP00000039026;	-
Sus_scrofa	RUNX2	ENSSSCG00000001710	Runt	ENSSSCP00000040420;ENSSSCP00000001863;ENSSSCP00000032242;ENSSSCP00000050807;	100737965
Sus_scrofa	ZNF469	ENSSSCG00000031875	zf-C2H2	ENSSSCP00000039845;	110260887
Sus_scrofa	MYBL1	ENSSSCG00000027872	MYB	ENSSSCP00000021857;ENSSSCP00000035072;ENSSSCP00000045645;ENSSSCP00000027997;	100524984
Sus_scrofa	ZNF532	ENSSSCG00000034704	zf-C2H2	ENSSSCP00000053964;ENSSSCP00000050838;ENSSSCP00000005288;ENSSSCP00000058400;ENSSSCP00000058037;ENSSSCP00000037856;	102167001
Sus_scrofa	-	ENSSSCG00000035142	zf-C2H2	ENSSSCP00000050689;ENSSSCP00000041390;	100519853
Sus_scrofa	SP9	ENSSSCG00000036172	zf-C2H2	ENSSSCP00000034919;	100737075
Sus_scrofa	ZNF436	ENSSSCG00000035332	zf-C2H2	ENSSSCP00000040726;ENSSSCP00000032990;ENSSSCP00000048841;ENSSSCP00000036393;ENSSSCP00000034292;	100520912
Sus_scrofa	ZNF304	ENSSSCG00000034301	zf-C2H2	ENSSSCP00000037358;ENSSSCP00000048816;	110261310
Sus_scrofa	ZMAT1	ENSSSCG00000012512	zf-C2H2	ENSSSCP00000035970;ENSSSCP00000059056;ENSSSCP00000013305;ENSSSCP00000032830;	100151894
Sus_scrofa	SOX17	ENSSSCG00000006256	HMG	ENSSSCP00000006669;	100154087
Sus_scrofa	ARID3A	ENSSSCG00000037642	ARID	ENSSSCP00000014263;ENSSSCP00000025046;	100622803
Sus_scrofa	RBPJL	ENSSSCG00000037156	CSL	ENSSSCP00000057959;ENSSSCP00000041742;	102163140
Sus_scrofa	LHX5	ENSSSCG00000009869	Homeobox	ENSSSCP00000010534;	100153154
Sus_scrofa	HOXB9	ENSSSCG00000039193	Homeobox	ENSSSCP00000055187;	-
Sus_scrofa	FOXE3	ENSSSCG00000003884	Fork_head	ENSSSCP00000004196;	100522259
Sus_scrofa	-	ENSSSCG00000003986	zf-C2H2	ENSSSCP00000004307;ENSSSCP00000045225;ENSSSCP00000032490;	100513741
Sus_scrofa	-	ENSSSCG00000039978	zf-C2H2	ENSSSCP00000037823;ENSSSCP00000049685;ENSSSCP00000040229;	110261322
Sus_scrofa	EBF2	ENSSSCG00000009655	COE	ENSSSCP00000010309;ENSSSCP00000052292;	100155094
Sus_scrofa	RCOR3	ENSSSCG00000028293	MYB	ENSSSCP00000022996;ENSSSCP00000045362;ENSSSCP00000052168;ENSSSCP00000048667;ENSSSCP00000034942;	100623040
Sus_scrofa	CEBPB	ENSSSCG00000034207	TF_bZIP	ENSSSCP00000045801;	397360
Sus_scrofa	ZNF662	ENSSSCG00000011292	zf-C2H2	ENSSSCP00000012039;	100155776
Sus_scrofa	IKZF5	ENSSSCG00000023565	zf-C2H2	ENSSSCP00000026323;ENSSSCP00000029751;ENSSSCP00000053781;	100153217
Sus_scrofa	NEUROG1	ENSSSCG00000014309	bHLH	ENSSSCP00000015220;	100511625
Sus_scrofa	PRDM1	ENSSSCG00000004369	zf-C2H2	ENSSSCP00000004716;ENSSSCP00000056637;ENSSSCP00000057386;ENSSSCP00000049758;	100154284
Sus_scrofa	HOXA1	ENSSSCG00000016707	Homeobox	ENSSSCP00000017697;	100520162
Sus_scrofa	ZIC4	ENSSSCG00000011693	zf-C2H2	ENSSSCP00000046388;ENSSSCP00000050550;ENSSSCP00000012463;	100519623
Sus_scrofa	ZNF697	ENSSSCG00000006718	zf-C2H2	ENSSSCP00000007164;	100154558
Sus_scrofa	-	ENSSSCG00000036736	zf-C2H2	ENSSSCP00000053566;ENSSSCP00000035354;ENSSSCP00000049008;	-
Sus_scrofa	SMAD7	ENSSSCG00000004507	MH1	ENSSSCP00000046968;ENSSSCP00000004862;	100521305
Sus_scrofa	PAX6	ENSSSCG00000013320	PAX	ENSSSCP00000040787;ENSSSCP00000033621;ENSSSCP00000014151;	100514152
Sus_scrofa	MSX1	ENSSSCG00000008727	Homeobox	ENSSSCP00000009302;	100302364
Sus_scrofa	-	ENSSSCG00000035788	zf-C2H2	ENSSSCP00000046303;	100626048
Sus_scrofa	-	ENSSSCG00000007443	zf-C2H2	ENSSSCP00000007931;	-
Sus_scrofa	ZFPM1	ENSSSCG00000040875	zf-C2H2	ENSSSCP00000036118;ENSSSCP00000031899;ENSSSCP00000038471;	-
Sus_scrofa	-	ENSSSCG00000036316	CSD	ENSSSCP00000054325;ENSSSCP00000058575;	-
Sus_scrofa	BATF3	ENSSSCG00000026587	TF_bZIP	ENSSSCP00000019677;	100621683
Sus_scrofa	ZBTB5	ENSSSCG00000036340	ZBTB	ENSSSCP00000055907;ENSSSCP00000055907;	110255881
Sus_scrofa	HIVEP1	ENSSSCG00000001049	zf-C2H2	ENSSSCP00000001120;ENSSSCP00000042253;ENSSSCP00000038129;	100519608
Sus_scrofa	RORA	ENSSSCG00000004576	THR-like	ENSSSCP00000004933;ENSSSCP00000031686;	100156637
Sus_scrofa	-	ENSSSCG00000001202	zf-C2H2	ENSSSCP00000001271;	-
Sus_scrofa	ATF1	ENSSSCG00000016138	TF_bZIP	ENSSSCP00000017098;	-
Sus_scrofa	GRHL2	ENSSSCG00000006060	CP2	ENSSSCP00000006470;ENSSSCP00000034591;	100525287
Sus_scrofa	HIC1	ENSSSCG00000025717	ZBTB	ENSSSCP00000023257;ENSSSCP00000023257;	100525779
Sus_scrofa	NCOA1	ENSSSCG00000008581	bHLH	ENSSSCP00000048096;ENSSSCP00000032450;ENSSSCP00000009151;ENSSSCP00000009150;ENSSSCP00000048232;ENSSSCP00000040745;ENSSSCP00000042748;	574068
Sus_scrofa	ZNF510	ENSSSCG00000011168	zf-C2H2	ENSSSCP00000011916;	102164126
Sus_scrofa	-	ENSSSCG00000001204	zf-C2H2	ENSSSCP00000001273;	100156123
Sus_scrofa	ZNF7	ENSSSCG00000005890	zf-C2H2	ENSSSCP00000056900;ENSSSCP00000046608;ENSSSCP00000006298;ENSSSCP00000052350;ENSSSCP00000037290;	100156915
Sus_scrofa	-	ENSSSCG00000013717	zf-C2H2	ENSSSCP00000014585;ENSSSCP00000045264;	100624806
Sus_scrofa	STAT3	ENSSSCG00000017403	STAT	ENSSSCP00000044322;ENSSSCP00000055436;ENSSSCP00000018439;ENSSSCP00000053660;	733648
Sus_scrofa	DZIP1	ENSSSCG00000009501	zf-C2H2	ENSSSCP00000052887;	100519383
Sus_scrofa	-	ENSSSCG00000034540	zf-C2H2	ENSSSCP00000042166;ENSSSCP00000048020;	102158906
Sus_scrofa	description:zinc	ENSSSCG00000002877	zf-C2H2	ENSSSCP00000003098;ENSSSCP00000049391;ENSSSCP00000037545;ENSSSCP00000058477;	100513473
Sus_scrofa	SOX1	ENSSSCG00000038835	HMG	ENSSSCP00000055213;	110255866
Sus_scrofa	BCL11A	ENSSSCG00000008392	zf-C2H2	ENSSSCP00000058973;ENSSSCP00000056566;ENSSSCP00000008956;	100523730
Sus_scrofa	ZNF579	ENSSSCG00000025138	zf-C2H2	ENSSSCP00000033863;	-
Sus_scrofa	TOX	ENSSSCG00000006235	HMG	ENSSSCP00000035763;ENSSSCP00000006646;ENSSSCP00000053613;ENSSSCP00000024937;	100155888
Sus_scrofa	DLX3	ENSSSCG00000017589	Homeobox	ENSSSCP00000018642;	100516335
Sus_scrofa	MYNN	ENSSSCG00000026829	ZBTB	ENSSSCP00000023114;ENSSSCP00000023114;ENSSSCP00000019370;	100625538
Sus_scrofa	BARX2	ENSSSCG00000036157	Homeobox	ENSSSCP00000043881;	100516284
Sus_scrofa	MNT	ENSSSCG00000037159	bHLH	ENSSSCP00000043113;	100512629
Sus_scrofa	ZNF582	ENSSSCG00000003322	zf-C2H2	ENSSSCP00000003603;ENSSSCP00000053366;	100521903
Sus_scrofa	SMAD1	ENSSSCG00000009040	MH1	ENSSSCP00000028715;ENSSSCP00000009645;ENSSSCP00000032660;ENSSSCP00000052293;ENSSSCP00000032569;	397016
Sus_scrofa	HOXC13	ENSSSCG00000000279	Homeobox	ENSSSCP00000000295;	-
Sus_scrofa	ZNF382	ENSSSCG00000002933	zf-C2H2	ENSSSCP00000003165;	-
Sus_scrofa	ZNF227	ENSSSCG00000033420	zf-C2H2	ENSSSCP00000055075;ENSSSCP00000042300;ENSSSCP00000041239;ENSSSCP00000034187;	100627091
Sus_scrofa	POU3F1	ENSSSCG00000003646	Pou	ENSSSCP00000003951;	397513
Sus_scrofa	TCF23	ENSSSCG00000027409	bHLH	ENSSSCP00000023992;	100522370
Sus_scrofa	TCF21	ENSSSCG00000033258	bHLH	ENSSSCP00000052780;	100152962
Sus_scrofa	L3MBTL4	ENSSSCG00000035553	zf-C2HC	ENSSSCP00000036751;	-
Sus_scrofa	-	ENSSSCG00000040294	PC4	ENSSSCP00000033116;	100512195
Sus_scrofa	ZNF501	ENSSSCG00000011307	zf-C2H2	ENSSSCP00000012055;ENSSSCP00000049780;	100738134
Sus_scrofa	HINFP	ENSSSCG00000015112	zf-C2H2	ENSSSCP00000016035;	100518324
Sus_scrofa	-	ENSSSCG00000033363	Homeobox	ENSSSCP00000039546;	-
Sus_scrofa	ZNF623	ENSSSCG00000039679	zf-C2H2	ENSSSCP00000046437;	110260414
Sus_scrofa	-	ENSSSCG00000012732	HSF	ENSSSCP00000013537;	-
Sus_scrofa	TCF19	ENSSSCG00000001392	Others	-	100152381
Sus_scrofa	ZNF318	ENSSSCG00000001667	Others	-	100153069
Sus_scrofa	CPEB1	ENSSSCG00000001808	Others	-	100048944
Sus_scrofa	ELMSAN1	ENSSSCG00000002350	Others	-	100623005
Sus_scrofa	CENPT	ENSSSCG00000002768	Others	-	100520788
Sus_scrofa	CENPS	ENSSSCG00000003403	Others	-	100522376
Sus_scrofa	CASZ1	ENSSSCG00000003407	Others	-	100510911
Sus_scrofa	BCLAF1	ENSSSCG00000004163	Others	-	100462726
Sus_scrofa	L3MBTL3	ENSSSCG00000004203	Others	-	100524352
Sus_scrofa	SETBP1	ENSSSCG00000004490	Others	-	100153027
Sus_scrofa	ZNF609	ENSSSCG00000004551	Others	-	100517132
Sus_scrofa	GABPB1	ENSSSCG00000004645	Others	-	100157164
Sus_scrofa	MYEF2	ENSSSCG00000004661	Others	-	100153072
Sus_scrofa	HIF1A	ENSSSCG00000005096	Others	-	396696
Sus_scrofa	XPA	ENSSSCG00000005368	Others	-	100522779
Sus_scrofa	CIZ1	ENSSSCG00000005640	Others	-	100157558
Sus_scrofa	MAF1	ENSSSCG00000005915	Others	-	100526048
Sus_scrofa	ZNF706	ENSSSCG00000006061	Others	-	100521722
Sus_scrofa	-	ENSSSCG00000006510	Others	-	100155502
Sus_scrofa	-	ENSSSCG00000006636	Others	-	100152294
Sus_scrofa	PHTF1	ENSSSCG00000006766	Others	-	100154428
Sus_scrofa	RBCK1	ENSSSCG00000007206	Others	-	100519985
Sus_scrofa	CAPN15	ENSSSCG00000007993	Others	-	100523542
Sus_scrofa	PLEK	ENSSSCG00000008348	Others	-	100516257
Sus_scrofa	EPAS1	ENSSSCG00000008443	Others	-	100037272
Sus_scrofa	CEBPZ	ENSSSCG00000008493	Others	-	100522073
Sus_scrofa	PREB	ENSSSCG00000008553	Others	-	100522734
Sus_scrofa	LYAR	ENSSSCG00000008729	Others	-	414404
Sus_scrofa	TET2	ENSSSCG00000009157	Others	-	100521465
Sus_scrofa	ZNF395	ENSSSCG00000009676	Others	-	100525009
Sus_scrofa	ZNF503	ENSSSCG00000010322	Others	-	100521339
Sus_scrofa	-	ENSSSCG00000010774	Others	-	100152871
Sus_scrofa	AHCTF1	ENSSSCG00000010863	Others	-	100511581
Sus_scrofa	-	ENSSSCG00000011068	Others	-	100516390
Sus_scrofa	MLLT10	ENSSSCG00000011085	Others	-	100521678
Sus_scrofa	TMF1	ENSSSCG00000011510	Others	-	100153051
Sus_scrofa	NKRF	ENSSSCG00000012620	Others	-	100155370
Sus_scrofa	ZNF280C	ENSSSCG00000012659	Others	-	100524358
Sus_scrofa	PRDM11	ENSSSCG00000013276	Others	-	100520417
Sus_scrofa	KHSRP	ENSSSCG00000013538	Others	-	100516780
Sus_scrofa	CC2D1A	ENSSSCG00000013761	Others	-	100511068
Sus_scrofa	SPZ1	ENSSSCG00000014122	Others	-	100624840
Sus_scrofa	FAM170A	ENSSSCG00000014228	Others	-	-
Sus_scrofa	NFRKB	ENSSSCG00000015242	Others	-	100624755
Sus_scrofa	CARF	ENSSSCG00000016117	Others	-	100627358
Sus_scrofa	PARP12	ENSSSCG00000016502	Others	-	100515805
Sus_scrofa	KIAA1549	ENSSSCG00000016513	Others	-	100519232
Sus_scrofa	TAX1BP1	ENSSSCG00000016692	Others	-	100516165
Sus_scrofa	GPBP1	ENSSSCG00000016922	Others	-	100521344
Sus_scrofa	CREBRF	ENSSSCG00000016986	Others	-	100523409
Sus_scrofa	ZNF750	ENSSSCG00000017135	Others	-	-
Sus_scrofa	PHB	ENSSSCG00000017549	Others	-	100524707
Sus_scrofa	NME2	ENSSSCG00000017591	Others	-	733683
Sus_scrofa	ZNF207	ENSSSCG00000017732	Others	-	100521516
Sus_scrofa	BLZF1	ENSSSCG00000022396	Others	-	100622972
Sus_scrofa	SON	ENSSSCG00000023674	Others	-	396703
Sus_scrofa	AKNA	ENSSSCG00000023894	Others	-	100152364
Sus_scrofa	TFB1M	ENSSSCG00000024361	Others	-	100147809
Sus_scrofa	RAG1	ENSSSCG00000026145	Others	-	397506
Sus_scrofa	-	ENSSSCG00000026960	Others	-	100513772
Sus_scrofa	-	ENSSSCG00000028097	Others	-	100622335
Sus_scrofa	THYN1	ENSSSCG00000028149	Others	-	100627444
Sus_scrofa	LTF	ENSSSCG00000029879	Others	-	397649
Sus_scrofa	ZNFX1	ENSSSCG00000030108	Others	-	100624243
Sus_scrofa	-	ENSSSCG00000031328	Others	-	-
Sus_scrofa	PURB	ENSSSCG00000032464	Others	-	106506852
Sus_scrofa	ZNF280B	ENSSSCG00000033879	Others	-	-
Sus_scrofa	ZNF280A	ENSSSCG00000034651	Others	-	110256677
Sus_scrofa	SMARCAL1	ENSSSCG00000035501	Others	-	100620418
Sus_scrofa	description:phospholipid	ENSSSCG00000035634	Others	-	100620055
Sus_scrofa	TCF25	ENSSSCG00000036102	Others	-	100620736
Sus_scrofa	RFXANK	ENSSSCG00000036310	Others	-	100628226
Sus_scrofa	ZGPAT	ENSSSCG00000036595	Others	-	100625315
Sus_scrofa	SLC2A4RG	ENSSSCG00000037562	Others	-	654291
Sus_scrofa	YEATS4	ENSSSCG00000037845	Others	-	100739489
Sus_scrofa	ZNF326	ENSSSCG00000038253	Others	-	-
Sus_scrofa	CENPA	ENSSSCG00000038543	Others	-	100513079
Sus_scrofa	ADNP2	ENSSSCG00000038632	Others	-	100522237
Sus_scrofa	PURG	ENSSSCG00000038933	Others	-	100621194
Sus_scrofa	CNBP	ENSSSCG00000040879	Others	-	100312965
Sus_scrofa	ZNF488	ENSSSCG00000040893	Others	-	102165745
